GDP,Investment
308.5722880499178,109.93428306022466
285.39446208824853,97.2347139765763
333.72059453814,112.95377076201385
379.34763234615724,130.46059712816052
283.53151184160976,95.31693250553329
292.01254543526727,95.3172608610164
423.04555744860147,131.58425631014782
348.6647509416521,115.34869458305818
275.6947927047444,90.61051228130096
331.4369138786654,110.8512008717193
243.4133702017666,90.73164614375075
271.6585066540464,90.68540492859486
315.4211894430774,104.83924543132068
222.15181700781142,61.73439510684404
193.61951557750118,65.50164334973934
270.7859583805458,88.75424941518054
238.7094562343559,79.74337759331152
301.32466939142347,106.28494665190547
262.66089768645264,81.83951848957578
226.54077341018413,71.75392597329417
399.80440534093896,129.31297537843108
272.8126101488868,95.4844739902693
325.09360694531694,101.35056409375848
193.4873428853084,71.50503627573087
276.13989293549315,89.11234550949635
339.5121897697416,102.21845179419732
216.08234047770154,76.98012845155395
314.0474151566987,107.51396036691344
265.4564490811863,87.9872262016239
274.94624020066044,94.16612500413447
240.63765180024416,87.96586775541206
412.16513569262673,137.04556369017877
283.2556108098324,99.73005550524132
243.6412307221737,78.84578142088199
335.56133121268425,116.45089824206377
249.99839707700173,75.58312700057955
300.78301631524175,104.1772719000951
177.58886982412832,60.80659752240449
232.5115953266392,73.43627902203139
293.34870940563803,103.93722471738246
347.71989381878655,114.76933159990821
329.8892381856346,103.4273656237994
268.94885453828715,97.68703435223519
284.70328614262723,93.97792608821422
215.18692249168072,70.42956019265145
268.5366905729772,85.60311583210583
253.8074130792415,90.78722458080425
343.62048437687076,121.1424445243783
328.44622085836113,106.87236579136923
198.67236077673377,64.73919689274533
323.20243091887585,106.4816793878959
282.0917863174756,92.29835439167367
249.18430915796512,86.46155999388083
340.1843827878671,112.23352577681736
366.2560584492373,120.61999044991902
345.1615358765764,118.62560238232398
277.633566273813,83.21564953554723
288.55475126260393,93.81575248297571
302.0062534261741,106.62526862807128
368.381011756849,119.51090254244718
256.6293206758728,90.4165152430942
300.66673045630773,96.28682046672365
250.9988352447494,77.87330051987944
215.9173677798841,76.07586751838659
363.20219128231673,116.25051644788397
387.56611561829686,127.12480057141646
308.0102951050973,98.55979756839332
388.6638686133307,120.07065795784048
318.017339762815,107.23272050095268
249.98677225833023,87.09760490789752
308.34101988612196,107.22791211016828
380.0450397134766,130.76073132931938
296.6939120121914,99.28347921780097
398.99589897109007,131.29287311628013
146.96565574456562,47.60509791820511
361.72189899805375,116.43805008750448
305.4178524724589,101.74094136476343
303.86257012940774,94.01985299068265
301.53579409356075,101.83521553071004
221.54840262279072,60.248621707982146
296.2046969462244,95.60656224324975
308.5693909444605,107.14225143023492
372.61025521357436,129.55788089483033
276.14087313222893,89.63459563452705
248.13844204652096,83.83012794213624
280.60458479630915,89.96485912830927
362.02269143072755,118.30804235404148
318.632632889728,106.57502219319369
255.51248200295163,89.40479592465923
308.07333761651336,110.26534866226712
299.1269286798771,101.9415509869608
370.96468134682544,119.37289981065778
261.0882205293119,85.95893812245295
261.6541895234541,93.44675706804463
279.0712246998383,92.15783693735685
217.96886380800544,70.72970103735763
304.5093550808576,105.92240554129152
317.96919291997625,105.22110544359779
301.1799381752377,100.10226913284922
268.78021753003185,95.30825733249706
